seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1777628141,500,0.5,0.7,0.10933390713910009,0.10933390713910009,0.10726581552144598,0.10726581552144598,0.43526753693874626,0.43526753693874626,0.10557905025540687,0.10557905025540687,0.43332427585314276,0.43332427585314276,"[1499, 9999, 52749]"
1777628197,500,0.5,0.7,0.15694185434896954,0.15694185434896954,0.10722995266102424,0.10722995266102424,0.5780555157079329,0.5780555157079329,0.10553752819325679,0.10553752819325679,0.5792735518630763,0.5792735518630763,"[1499, 11999, 39999]"
1777628252,500,0.5,0.7,0.1407258642949362,0.1407258642949362,0.10721202123081337,0.10721202123081337,0.5293896141156219,0.5293896141156219,0.10557395259706942,0.10557395259706942,0.5306279252123905,0.5306279252123905,"[1499, 10749, 41249]"
1777628303,500,0.5,0.7,0.14832281356094293,0.14832281356094293,0.1071940898006025,0.1071940898006025,0.5521625304834313,0.5521625304834313,0.10550872320143151,0.10550872320143151,0.5525553899760685,0.5525553899760685,"[1499, 9499, 21249]"
1777628359,500,0.5,0.7,0.12648233156409888,0.12648233156409888,0.10728374695165686,0.10728374695165686,0.4867307416439535,0.4867307416439535,0.10562797749028664,0.10562797749028664,0.48909038411801414,0.48909038411801414,"[1499, 10999, 49749]"
