seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1778256078,3000,0.1,0.7,0.12057638888888889,0.12057638888888889,0.2139375,0.2139375,0.5756666666666667,0.5756666666666667,0.21231983149437514,0.21231983149437514,0.5783846809651408,0.5783846809651408,"[7199, 20699, 56399]"
1778256143,3000,0.1,0.7,0.12058333333333333,0.12058333333333333,0.21483333333333332,0.21483333333333332,0.5765833333333333,0.5765833333333333,0.21344506752609657,0.21344506752609657,0.579741973361047,0.579741973361047,"[7799, 20999, 56399]"
1778256208,3000,0.1,0.7,0.12059722222222223,0.12059722222222223,0.21479166666666666,0.21479166666666666,0.5765833333333333,0.5765833333333333,0.21332292691000623,0.21332292691000623,0.5797626774033136,0.5797626774033136,"[7799, 21299, 56399]"
1778256268,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778256330,3000,0.1,0.7,0.12117400419287212,0.12117400419287212,0.21431865828092242,0.21431865828092242,0.5778406708595388,0.5778406708595388,0.21279673265580598,0.21279673265580598,0.5810826142308106,0.5810826142308106,"[7199, 20999, 56099]"
1778256394,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778256460,3000,0.1,0.7,0.121440329218107,0.121440329218107,0.21275720164609052,0.21275720164609052,0.5770781893004115,0.5770781893004115,0.21126066334005747,0.21126066334005747,0.5802647855466229,0.5802647855466229,"[7199, 20999, 56999]"
1778256524,3000,0.1,0.7,0.12117400419287212,0.12117400419287212,0.21431865828092242,0.21431865828092242,0.5778406708595388,0.5778406708595388,0.21279673265580598,0.21279673265580598,0.5810826142308106,0.5810826142308106,"[7199, 20999, 56099]"
1778256587,3000,0.1,0.7,0.12117400419287212,0.12117400419287212,0.21431865828092242,0.21431865828092242,0.5778406708595388,0.5778406708595388,0.21279673265580598,0.21279673265580598,0.5810826142308106,0.5810826142308106,"[7199, 20999, 56099]"
1778256654,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778256719,3000,0.1,0.7,0.12117400419287212,0.12117400419287212,0.21431865828092242,0.21431865828092242,0.5778406708595388,0.5778406708595388,0.21279673265580598,0.21279673265580598,0.5810826142308106,0.5810826142308106,"[7199, 20999, 56099]"
1778256784,3000,0.1,0.7,0.12057638888888889,0.12057638888888889,0.2139375,0.2139375,0.5756666666666667,0.5756666666666667,0.21231983149437514,0.21231983149437514,0.5783846809651408,0.5783846809651408,"[7199, 20699, 56399]"
1778256849,3000,0.1,0.7,0.12138194444444443,0.12138194444444443,0.21422916666666666,0.21422916666666666,0.578375,0.578375,0.21275806162136404,0.21275806162136404,0.5815403582207623,0.5815403582207623,"[7499, 20999, 56399]"
1778256913,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778256977,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778257039,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778257106,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778257173,3000,0.1,0.7,0.12138194444444443,0.12138194444444443,0.21422916666666666,0.21422916666666666,0.578375,0.578375,0.21275806162136404,0.21275806162136404,0.5815403582207623,0.5815403582207623,"[7499, 20999, 56399]"
1778257240,3000,0.1,0.7,0.12119444444444444,0.12119444444444444,0.21389583333333334,0.21389583333333334,0.5774791666666667,0.5774791666666667,0.2123573159038604,0.2123573159038604,0.5807050831666846,0.5807050831666846,"[7199, 20999, 56399]"
1778257304,3000,0.1,0.7,0.12138194444444443,0.12138194444444443,0.21422916666666666,0.21422916666666666,0.578375,0.578375,0.21275806162136404,0.21275806162136404,0.5815403582207623,0.5815403582207623,"[7499, 20999, 56399]"
