seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1777658978,500,0.5,lightgbm,all,0.7,0.14247716731219814,0.14247716731219814,0.10699684406828289,0.10699684406828289,0.5344283460048773,0.5344283460048773,0.10533555388606682,0.10533555388606682,0.5350737272608099,0.5350737272608099,"[1499, 9499, 39999]"
1777659087,500,0.5,lightgbm,first,0.7,0.1376655668722804,0.1376655668722804,0.10742719839334386,0.10742719839334386,0.520423899010185,0.520423899010185,0.10576193155490383,0.10576193155490383,0.5235850862743715,0.5235850862743715,"[1499, 11749, 49249]"
1777659188,500,0.5,lightgbm,all,0.7,0.11069506726457401,0.11069506726457401,0.10746188340807175,0.10746188340807175,0.5502421524663678,0.5502421524663678,0.10577423185174784,0.10577423185174784,0.5497716640067677,0.5497716640067677,"[1499, 9249, 20999, 56999]"
1777659293,500,0.5,lightgbm,first,0.7,0.11101804820058359,0.11101804820058359,0.1076407651572463,0.1076407651572463,0.5517129579595806,0.5517129579595806,0.1059709637468599,0.1059709637468599,0.5513894320145467,0.5513894320145467,"[1499, 9249, 20999, 56249]"
1777659392,500,0.5,lightgbm,all,0.7,0.14247716731219814,0.14247716731219814,0.10699684406828289,0.10699684406828289,0.5344283460048773,0.5344283460048773,0.10533555388606682,0.10533555388606682,0.5350737272608099,0.5350737272608099,"[1499, 9499, 39999]"
1777659497,500,0.5,lightgbm,first,0.7,0.15164012814995456,0.15164012814995456,0.10737340410271123,0.10737340410271123,0.562293788552575,0.562293788552575,0.10567232344212946,0.10567232344212946,0.5641769125023895,0.5641769125023895,"[1499, 11749, 39999]"
1777659595,500,0.5,lightgbm,all,0.7,0.14498756754172046,0.14498756754172046,0.10740926696313298,0.10740926696313298,0.5423719695882944,0.5423719695882944,0.1057192421059333,0.1057192421059333,0.544667514176188,0.544667514176188,"[1499, 9249, 21499]"
1777659702,500,0.5,lightgbm,first,0.7,0.11065330163190315,0.11065330163190315,0.10756871645232177,0.10756871645232177,0.5501819229799344,0.5501819229799344,0.10590623278999285,0.10590623278999285,0.5498321263999867,0.5498321263999867,"[1499, 10999, 20999, 56249]"
1777659801,500,0.5,lightgbm,all,0.7,0.14798809353033995,0.14798809353033995,0.10737340410271123,0.10737340410271123,0.5513376846937311,0.5513376846937311,0.1056818954455595,0.1056818954455595,0.5519705870308541,0.5519705870308541,"[1499, 9249, 21249]"
1777659908,500,0.5,lightgbm,first,0.7,0.1448022760962081,0.1448022760962081,0.10730167838186774,0.10730167838186774,0.5417085066704921,0.5417085066704921,0.10559828811734967,0.10559828811734967,0.5435403887422792,0.5435403887422792,"[1499, 11999, 52749]"
1777660010,500,0.5,lightgbm,all,0.7,0.11069506726457401,0.11069506726457401,0.10746188340807175,0.10746188340807175,0.5502421524663678,0.5502421524663678,0.10577423185174784,0.10577423185174784,0.5497716640067677,0.5497716640067677,"[1499, 9249, 20999, 56999]"
