seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1778250872,3000,0.1,lightgbm,first,0.7,0.1195737246680643,0.1195737246680643,0.2168553459119497,0.2168553459119497,0.5755765199161426,0.5755765199161426,0.21563192985189517,0.21563192985189517,0.5783231546836639,0.5783231546836639,"[9299, 21299, 56099]"
1778250969,3000,0.1,lightgbm,all,0.7,0.12083676268861454,0.12083676268861454,0.21368312757201646,0.21368312757201646,0.5761934156378601,0.5761934156378601,0.21233596369666421,0.21233596369666421,0.5793173043899876,0.5793173043899876,"[7799, 20999, 56999]"
1778251089,3000,0.1,lightgbm,first,0.7,0.11960416666666666,0.11960416666666666,0.21641666666666667,0.21641666666666667,0.5752291666666667,0.5752291666666667,0.21517483238518775,0.21517483238518775,0.577961096373994,0.577961096373994,"[9299, 21299, 56399]"
1778251186,3000,0.1,lightgbm,all,0.7,0.11949685534591196,0.11949685534591196,0.21626834381551363,0.21626834381551363,0.5747589098532495,0.5747589098532495,0.215005166647814,0.215005166647814,0.57737620590927,0.57737620590927,"[8999, 21299, 56099]"
1778251313,3000,0.1,lightgbm,first,0.7,0.11944793850454227,0.11944793850454227,0.21631027253668764,0.21631027253668764,0.5746540880503145,0.5746540880503145,0.2151278554224331,0.2151278554224331,0.5772826440931945,0.5772826440931945,"[8999, 20999, 56099]"
1778251409,3000,0.1,lightgbm,all,0.7,0.12002083333333331,0.12002083333333331,0.214875,0.214875,0.5749375,0.5749375,0.2134081253742156,0.2134081253742156,0.5775887505009512,0.5775887505009512,"[7799, 20699, 56399]"
1778251529,3000,0.1,lightgbm,first,0.7,0.11944793850454227,0.11944793850454227,0.21631027253668764,0.21631027253668764,0.5746540880503145,0.5746540880503145,0.2151278554224331,0.2151278554224331,0.5772826440931945,0.5772826440931945,"[8999, 20999, 56099]"
1778251625,3000,0.1,lightgbm,all,0.7,0.11949685534591196,0.11949685534591196,0.21626834381551363,0.21626834381551363,0.5747589098532495,0.5747589098532495,0.215005166647814,0.215005166647814,0.57737620590927,0.57737620590927,"[8999, 21299, 56099]"
1778251743,3000,0.1,lightgbm,first,0.7,0.1195737246680643,0.1195737246680643,0.2168553459119497,0.2168553459119497,0.5755765199161426,0.5755765199161426,0.21563192985189517,0.21563192985189517,0.5783231546836639,0.5783231546836639,"[9299, 21299, 56099]"
1778251839,3000,0.1,lightgbm,all,0.7,0.12057638888888889,0.12057638888888889,0.2139375,0.2139375,0.5756666666666667,0.5756666666666667,0.21231983149437514,0.21231983149437514,0.5783846809651408,0.5783846809651408,"[7199, 20699, 56399]"
