seed,n_reference_samples,recent_samples_proportion,shap_classifier,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1778309465,3000,0.1,lightgbm,0.7,0.19270640503517217,0.19270640503517217,0.21457073511868033,0.21457073511868033,0.5999835451890246,0.5999835451890246,0.2137310863956592,0.2137310863956592,0.6030832502661791,0.6030832502661791,"[9299, 23999]"
1778309563,3000,0.1,lightgbm,0.7,0.1195737246680643,0.1195737246680643,0.2168553459119497,0.2168553459119497,0.5755765199161426,0.5755765199161426,0.21563192985189517,0.21563192985189517,0.5783231546836639,0.5783231546836639,"[9299, 21299, 56099]"
1778309656,3000,0.1,lightgbm,0.7,0.12058333333333333,0.12058333333333333,0.21483333333333332,0.21483333333333332,0.5765833333333333,0.5765833333333333,0.21344506752609657,0.21344506752609657,0.579741973361047,0.579741973361047,"[7799, 20999, 56399]"
1778309754,3000,0.1,lightgbm,0.7,0.11960416666666666,0.11960416666666666,0.21641666666666667,0.21641666666666667,0.5752291666666667,0.5752291666666667,0.21517483238518775,0.21517483238518775,0.577961096373994,0.577961096373994,"[9299, 21299, 56399]"
1778309853,3000,0.1,lightgbm,0.7,0.1195737246680643,0.1195737246680643,0.2168553459119497,0.2168553459119497,0.5755765199161426,0.5755765199161426,0.21563192985189517,0.21563192985189517,0.5783231546836639,0.5783231546836639,"[9299, 21299, 56099]"
1778309951,3000,0.1,lightgbm,0.7,0.12018037518037517,0.12018037518037517,0.21683982683982683,0.21683982683982683,0.5773809523809523,0.5773809523809523,0.21527205677351294,0.21527205677351294,0.5806545526545351,0.5806545526545351,"[7199, 20999, 54599]"
1778310045,3000,0.1,lightgbm,0.7,0.12024305555555555,0.12024305555555555,0.21683333333333332,0.21683333333333332,0.5775625,0.5775625,0.21558189400356695,0.21558189400356695,0.5803028088819717,0.5803028088819717,"[9599, 21299, 56399]"
1778310143,3000,0.1,lightgbm,0.7,0.17264181990209385,0.17264181990209385,0.21895182854086964,0.21895182854086964,0.5642354683450573,0.5642354683450573,0.21806641859209894,0.21806641859209894,0.5678179709521217,0.5678179709521217,"[9599, 40499]"
1778310244,3000,0.1,lightgbm,0.7,0.17035871487926285,0.17035871487926285,0.219301493274096,0.219301493274096,0.5600189230326217,0.5600189230326217,0.21840776897102324,0.21840776897102324,0.5635563004868077,0.5635563004868077,"[9599, 41099]"
1778310342,3000,0.1,lightgbm,0.7,0.1195902777777778,0.1195902777777778,0.21645833333333334,0.21645833333333334,0.5752291666666667,0.5752291666666667,0.2152966719622584,0.2152966719622584,0.5779747617641889,0.5779747617641889,"[9299, 20999, 56399]"
1778310440,3000,0.1,lightgbm,0.7,0.11960416666666666,0.11960416666666666,0.21641666666666667,0.21641666666666667,0.5752291666666667,0.5752291666666667,0.21517483238518775,0.21517483238518775,0.577961096373994,0.577961096373994,"[9299, 21299, 56399]"
1778310537,3000,0.1,lightgbm,0.7,0.17572709695997368,0.17572709695997368,0.21870500637623924,0.21870500637623924,0.5701592002961866,0.5701592002961866,0.21780293747277188,0.21780293747277188,0.5737652236046415,0.5737652236046415,"[9599, 39599]"
1778310637,3000,0.1,lightgbm,0.7,0.16907318277181294,0.16907318277181294,0.2182936361018553,0.2182936361018553,0.5564400016454811,0.5564400016454811,0.21739902100019368,0.21739902100019368,0.5598909724347774,0.5598909724347774,"[9299, 39599]"
1778310735,3000,0.1,lightgbm,0.7,0.12058333333333333,0.12058333333333333,0.21483333333333332,0.21483333333333332,0.5765833333333333,0.5765833333333333,0.21344506752609657,0.21344506752609657,0.579741973361047,0.579741973361047,"[7799, 20999, 56399]"
1778310835,3000,0.1,lightgbm,0.7,0.12024305555555555,0.12024305555555555,0.21683333333333332,0.21683333333333332,0.5775625,0.5775625,0.21558189400356695,0.21558189400356695,0.5803028088819717,0.5803028088819717,"[9599, 21299, 56399]"
1778310932,3000,0.1,lightgbm,0.7,0.12499305555555557,0.12499305555555557,0.216625,0.216625,0.5916041666666667,0.5916041666666667,0.2154710862492308,0.2154710862492308,0.5948549328308043,0.5948549328308043,"[9599, 22199, 56399]"
1778311030,3000,0.1,lightgbm,0.7,0.17264181990209385,0.17264181990209385,0.21895182854086964,0.21895182854086964,0.5642354683450573,0.5642354683450573,0.21806641859209894,0.21806641859209894,0.5678179709521217,0.5678179709521217,"[9599, 40499]"
1778311128,3000,0.1,lightgbm,0.7,0.12024305555555555,0.12024305555555555,0.21683333333333332,0.21683333333333332,0.5775625,0.5775625,0.21558189400356695,0.21558189400356695,0.5803028088819717,0.5803028088819717,"[9599, 21299, 56399]"
1778311225,3000,0.1,lightgbm,0.7,0.12943749999999998,0.12943749999999998,0.21622916666666667,0.21622916666666667,0.6045416666666666,0.6045416666666666,0.2153451370635706,0.2153451370635706,0.6077628484910451,0.6077628484910451,"[9599, 23999, 56399]"
1778311323,3000,0.1,lightgbm,0.7,0.12,0.12,0.21564583333333334,0.21564583333333334,0.5756458333333333,0.5756458333333333,0.21434308439329156,0.21434308439329156,0.5784773013256674,0.5784773013256674,"[8999, 21599, 56399]"
