seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1778259346,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259361,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259373,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259387,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259404,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259418,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259433,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259448,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259467,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259481,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259498,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259511,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259525,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259541,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259554,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259569,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259582,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259598,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259615,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
1778259630,3000,0.1,0.7,0.11555555555555555,0.11555555555555555,0.0,0.0,0.5777777777777777,0.5777777777777777,0.0,0.0,0.4742172211350294,0.4742172211350294,7.204803202134756,10800.0,1499.0,0.0,"[5699, 11099, 16499, 21899, 27299]"
