seed,n_reference_samples,recent_samples_proportion,shap_classifier,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777984982,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777984998,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.34790888449425034,695.1219512195122,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29499]"
1777985015,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985032,500,0.5,lightgbm,0.7,0.019736842105263157,0.019736842105263157,0.07894736842105263,0.07894736842105263,0.9078947368421053,0.9078947368421053,0.036585365853658534,0.036585365853658534,0.9088196286472148,0.9088196286472148,0.35347847847847846,706.25,999.0,0.5,"[999, 1499, 1999, 2749, 3249, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985049,500,0.5,lightgbm,0.7,0.01905860465116279,0.01905860465116279,0.08,0.08,0.89952,0.89952,0.037037037037037035,0.037037037037037035,0.8947562056737588,0.8947562056737588,0.3418052198540003,682.9268292682926,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3999, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 26999, 28249, 28999]"
1777985066,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985082,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9199594265656554,0.9199594265656554,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21499, 22249, 22999, 23749, 24499, 25749, 26249, 28499, 29249]"
1777985098,500,0.5,lightgbm,0.7,0.019666356589147286,0.019666356589147286,0.08,0.08,0.9256533333333333,0.9256533333333333,0.037037037037037035,0.037037037037037035,0.9289950246105416,0.9289950246105416,0.4558924093913836,682.9268292682926,749.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 16249, 16749, 17249, 17749, 18249, 18749, 19249, 19749, 20749, 21499, 22249, 23249, 23999, 24999, 25999, 26749, 28249, 28999]"
1777985115,500,0.5,lightgbm,0.7,0.019736842105263157,0.019736842105263157,0.07894736842105263,0.07894736842105263,0.9078947368421053,0.9078947368421053,0.036585365853658534,0.036585365853658534,0.9088196286472148,0.9088196286472148,0.35347847847847846,706.25,999.0,0.5,"[999, 1499, 1999, 2749, 3249, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985131,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985147,500,0.5,lightgbm,0.7,0.01956892230576441,0.01956892230576441,0.07894736842105263,0.07894736842105263,0.9008421052631579,0.9008421052631579,0.036585365853658534,0.036585365853658534,0.8953719692205568,0.8953719692205568,0.35347847847847846,706.25,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3999, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985164,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985181,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985197,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985214,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.3448570521741253,689.0243902439024,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985230,500,0.5,lightgbm,0.7,0.018864864864864862,0.018864864864864862,0.08108108108108109,0.08108108108108109,0.9111351351351351,0.9111351351351351,0.0375,0.0375,0.9188055804118094,0.9188055804118094,0.3366461699795033,672.6190476190476,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21499, 22249, 22999, 23749, 24499, 25749, 26249, 28499, 29249]"
1777985246,500,0.5,lightgbm,0.7,0.020102629078238832,0.020102629078238832,0.07792207792207792,0.07792207792207792,0.9021298701298701,0.9021298701298701,0.03614457831325301,0.03614457831325301,0.896525815374403,0.896525815374403,0.3625420292086959,724.3589743589744,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3999, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985263,500,0.5,lightgbm,0.7,0.019666356589147286,0.019666356589147286,0.08,0.08,0.9256533333333333,0.9256533333333333,0.037037037037037035,0.037037037037037035,0.9289950246105416,0.9289950246105416,0.4599628773323781,689.0243902439024,749.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 16249, 16749, 17249, 17749, 18249, 18749, 19249, 19749, 20749, 21499, 22249, 23249, 23999, 24999, 25749, 26249, 28499, 29249]"
1777985279,500,0.5,lightgbm,0.7,0.01986967418546366,0.01986967418546366,0.07894736842105263,0.07894736842105263,0.9134736842105263,0.9134736842105263,0.036585365853658534,0.036585365853658534,0.9205751901124535,0.9205751901124535,0.35347847847847846,706.25,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11499, 12249, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29249]"
1777985296,500,0.5,lightgbm,0.7,0.019356279069767442,0.019356279069767442,0.08,0.08,0.91232,0.91232,0.037037037037037035,0.037037037037037035,0.9194213439586073,0.9194213439586073,0.34790888449425034,695.1219512195122,999.0,0.5,"[999, 1499, 1999, 2499, 2999, 3749, 4249, 4749, 5249, 5749, 6249, 6749, 7249, 7749, 8249, 8749, 9249, 9749, 10499, 11249, 11749, 12499, 13249, 13999, 14749, 15499, 15999, 16499, 16999, 17499, 17999, 18499, 18999, 19499, 20999, 21749, 22749, 23499, 24249, 25499, 26249, 28499, 29499]"
