seed,n_reference_samples,recent_samples_proportion,shap_classifier,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777650369,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650457,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650547,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650635,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650724,500,0.5,lightgbm,0.7,0.016833523345882718,0.016833523345882718,0.5420178232993266,0.5420178232993266,0.7271865801040365,0.7271865801040365,0.5146090946476839,0.5146090946476839,0.726434047781912,0.726434047781912,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650813,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777650901,500,0.5,lightgbm,0.7,0.016998486009333222,0.016998486009333222,0.5423404169522965,0.5423404169522965,0.7293237630549619,0.7293237630549619,0.5148298479419545,0.5148298479419545,0.7286513108549365,0.7286513108549365,27.0362765229295,7900.0,292.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777650991,500,0.5,lightgbm,0.7,0.01634230119249677,0.01634230119249677,0.5423202548489858,0.5423202548489858,0.7220855679664503,0.7220855679664503,0.5147828506799482,0.5147828506799482,0.7202615272912606,0.7202615272912606,6.6264049656097965,7900.0,1192.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 44499, 46999, 52249]"
1777651080,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651169,500,0.5,lightgbm,0.7,0.017639624458353386,0.017639624458353386,0.5423688011555128,0.5423688011555128,0.7187650457390466,0.7187650457390466,0.5148288070943535,0.5148288070943535,0.7163137806257186,0.7163137806257186,5.668120766846516,9875.0,1742.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 47249, 52249]"
