seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777626081,500,0.5,lightgbm,first,0.7,0.016327637844634493,0.016327637844634493,0.5424613895721602,0.5424613895721602,0.7220654058631396,0.7220654058631396,0.514904236473011,0.514904236473011,0.7214422168619611,0.7214422168619611,23.085914669783755,7900.0,342.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 39249, 39999, 47499, 52249]"
1777626169,500,0.5,lightgbm,all,0.7,0.017049831487722676,0.017049831487722676,0.5422684962285348,0.5422684962285348,0.7127668111057616,0.7127668111057616,0.5146599954433703,0.5146599954433703,0.7099336808695825,0.7099336808695825,5.475114384555295,9812.5,1792.2,0.0,"[12999, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 47499, 52249]"
1777626260,500,0.5,lightgbm,first,0.7,0.016729046992364063,0.016729046992364063,0.5420783096092584,0.5420783096092584,0.7260978265252631,0.7260978265252631,0.514506431811148,0.514506431811148,0.7250198120258832,0.7250198120258832,17.752148349163274,7850.0,442.2,0.0,"[12999, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777626351,500,0.5,lightgbm,all,0.7,0.016897367998716096,0.016897367998716096,0.5422484352431391,0.5422484352431391,0.7112221152303001,0.7112221152303001,0.5146592532031037,0.5146592532031037,0.7083688619084999,0.7083688619084999,5.3265117793942025,9812.5,1842.2,0.0,"[12999, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 47749, 52249]"
1777626446,500,0.5,lightgbm,first,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777626536,500,0.5,lightgbm,all,0.7,0.01588407157180091,0.01588407157180091,0.5420379854026373,0.5420379854026373,0.7167627726924473,0.7167627726924473,0.5143533278556495,0.5143533278556495,0.7145831155980295,0.7145831155980295,6.074911004488469,7850.0,1292.2,0.0,"[12999, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 44999, 46999, 52249]"
1777626631,500,0.5,lightgbm,first,0.7,0.016468772567808824,0.016468772567808824,0.5423807411589177,0.5423807411589177,0.7235372394048147,0.7235372394048147,0.5148866811936786,0.5148866811936786,0.7229327139896037,0.7229327139896037,27.0362765229295,7900.0,292.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 47499, 52249]"
1777626721,500,0.5,lightgbm,all,0.7,0.0162836478010477,0.0162836478010477,0.5423605790556071,0.5423605790556071,0.7214807048671318,0.7214807048671318,0.5146882655706371,0.5146882655706371,0.7206400724805443,0.7206400724805443,22.93980128579778,7850.0,342.2,0.0,"[12999, 14499, 17999, 19749, 28249, 33499, 38499, 39249, 39999, 47249, 52249]"
1777626814,500,0.5,lightgbm,first,0.7,0.016795032057744273,0.016795032057744273,0.5423807411589177,0.5423807411589177,0.7271260937941046,0.7271260937941046,0.5148633270112236,0.5148633270112236,0.726504938597976,0.726504938597976,27.0362765229295,7900.0,292.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 47249, 52249]"
1777626902,500,0.5,lightgbm,all,0.7,0.017097463607403527,0.017097463607403527,0.5418968506794629,0.5418968506794629,0.7299689503609017,0.7299689503609017,0.5144859543727396,0.5144859543727396,0.7293303463260951,0.7293303463260951,20.14278429372769,7900.0,392.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40499, 46999, 52249]"
