seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777645779,500,0.5,0.7,0.016532924714706243,0.016532924714706243,0.5424210653655389,0.5424210653655389,0.7242832372273076,0.7242832372273076,0.5149403323229637,0.5149403323229637,0.7235948078210194,0.7235948078210194,23.085914669783755,7900.0,342.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777645828,500,0.5,0.7,0.016959994721194773,0.016959994721194773,0.5424210653655389,0.5424210653655389,0.7289810072986814,0.7289810072986814,0.5148996033645853,0.5148996033645853,0.7280204522117857,0.7280204522117857,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777645878,500,0.5,0.7,0.016532924714706243,0.016532924714706243,0.5424210653655389,0.5424210653655389,0.7242832372273076,0.7242832372273076,0.5149403323229637,0.5149403323229637,0.7235948078210194,0.7235948078210194,23.085914669783755,7900.0,342.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777645929,500,0.5,0.7,0.01685918420464169,0.01685918420464169,0.5425823621920238,0.5425823621920238,0.7280333884430824,0.7280333884430824,0.51503029536168,0.51503029536168,0.7272569965950685,0.7272569965950685,23.085914669783755,7900.0,342.2,0.0,"[12749, 14749, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777645977,500,0.5,0.7,0.016633735231259328,0.016633735231259328,0.542259768539054,0.542259768539054,0.7252308560829066,0.7252308560829066,0.5148097301293596,0.5148097301293596,0.7243564733757878,0.7243564733757878,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777646029,500,0.5,0.7,0.01685918420464169,0.01685918420464169,0.5425823621920238,0.5425823621920238,0.7280333884430824,0.7280333884430824,0.51503029536168,0.51503029536168,0.7272569965950685,0.7272569965950685,23.085914669783755,7900.0,342.2,0.0,"[12749, 14749, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777646079,500,0.5,0.7,0.016633735231259328,0.016633735231259328,0.542259768539054,0.542259768539054,0.7252308560829066,0.7252308560829066,0.5148097301293596,0.5148097301293596,0.7243564733757878,0.7243564733757878,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777646127,500,0.5,0.7,0.016633735231259328,0.016633735231259328,0.542259768539054,0.542259768539054,0.7252308560829066,0.7252308560829066,0.5148097301293596,0.5148097301293596,0.7243564733757878,0.7243564733757878,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777646177,500,0.5,0.7,0.016633735231259328,0.016633735231259328,0.542259768539054,0.542259768539054,0.7252308560829066,0.7252308560829066,0.5148097301293596,0.5148097301293596,0.7243564733757878,0.7243564733757878,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777646223,500,0.5,0.7,0.016633735231259328,0.016633735231259328,0.542259768539054,0.542259768539054,0.7252308560829066,0.7252308560829066,0.5148097301293596,0.5148097301293596,0.7243564733757878,0.7243564733757878,16.050386021942302,7900.0,492.2,0.0,"[12749, 14749, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
