seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1778246311,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246341,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778246377,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246405,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778246440,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246469,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246505,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246531,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246568,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246596,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778246631,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246660,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246695,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246724,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778246758,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246786,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246824,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246851,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246886,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246914,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778246948,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778246978,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778247012,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247040,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778247075,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247103,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
1778247137,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247165,3000,0.1,lightgbm,all,0.7,0.10450396825396827,0.10450396825396827,0.29174603174603175,0.29174603174603175,0.7097619047619048,0.7097619047619048,0.2158225220516984,0.2158225220516984,0.6905343096734987,0.6905343096734987,141.54929577464787,10050.0,71.0,0.0,"[3599, 10799, 14099, 23699]"
1778247201,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247230,3000,0.1,lightgbm,all,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247266,3000,0.1,lightgbm,first,0.7,0.10341463414634146,0.10341463414634146,0.2988617886178862,0.2988617886178862,0.712520325203252,0.712520325203252,0.2182759441963679,0.2182759441963679,0.6915480907513206,0.6915480907513206,139.43661971830986,9900.0,71.0,0.0,"[3599, 10799, 14099, 23399]"
1778247294,3000,0.1,lightgbm,all,0.7,0.10427083333333333,0.10427083333333333,0.303,0.303,0.7200833333333333,0.7200833333333333,0.22041208215614363,0.22041208215614363,0.6973168015879874,0.6973168015879874,137.32394366197184,9750.0,71.0,0.0,"[3599, 10799, 14099, 23099]"
