seed,n_reference_samples,recent_samples_proportion,shap_classifier,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777583116,250,1.0,lightgbm,0.7,0.020778947368421053,0.020778947368421053,0.3146,0.3146,0.7094,0.7094,0.24134837661901884,0.24134837661901884,0.7060660692531336,0.7060660692531336,111.33333333333333,1002.0,9.0,0.0,"[500, 1001, 1502, 2003, 2504, 3005, 3506, 4007, 4508, 5009, 5510, 6011, 6512, 7013, 7514, 8015, 8516, 9017, 9518]"
1777583122,250,1.0,lightgbm,0.7,0.016063157894736845,0.016063157894736845,0.4144,0.4144,0.7196,0.7196,0.3952579958643358,0.3952579958643358,0.7160119812627622,0.7160119812627622,111.33333333333333,1002.0,9.0,0.0,"[500, 1001, 1502, 2003, 2504, 3005, 3506, 4007, 4508, 5009, 5510, 6011, 6512, 7013, 7514, 8015, 8516, 9017, 9518]"
1777583128,250,1.0,lightgbm,0.7,0.011178947368421054,0.011178947368421054,0.5182,0.5182,0.7306,0.7306,0.4654543196700034,0.4654543196700034,0.7235122824824419,0.7235122824824419,111.33333333333333,1002.0,9.0,0.0,"[500, 1001, 1502, 2003, 2504, 3005, 3506, 4007, 4508, 5009, 5510, 6011, 6512, 7013, 7514, 8015, 8516, 9017, 9518]"
1777583134,250,1.0,lightgbm,0.7,0.019168421052631578,0.019168421052631578,0.399,0.399,0.7632,0.7632,0.3873900958094055,0.3873900958094055,0.7595067340255176,0.7595067340255176,111.33333333333333,1002.0,9.0,0.0,"[500, 1001, 1502, 2003, 2504, 3005, 3506, 4007, 4508, 5009, 5510, 6011, 6512, 7013, 7514, 8015, 8516, 9017, 9518]"
1777583140,250,1.0,lightgbm,0.7,0.020189473684210524,0.020189473684210524,0.38,0.38,0.7636,0.7636,0.3779392005616818,0.3779392005616818,0.7616398035201847,0.7616398035201847,111.33333333333333,1002.0,9.0,0.0,"[500, 1001, 1502, 2003, 2504, 3005, 3506, 4007, 4508, 5009, 5510, 6011, 6512, 7013, 7514, 8015, 8516, 9017, 9518]"
